sentence1_clean,sentence2_clean,label
komentar barbini datang selasa hari kedua konferensi menteri dan expo tentang ilmu dan teknologi pertanian,sekretaris pertanian as ann veneman memulai konferensi menteri tiga hari dan expo tentang ilmu pertanian dan teknologi pada hari senin,0
di pantai mediterania di turki irak as dan pejabat turki berkumpul di pelabuhan ceyhan untuk upacara yang meluncurkan pengiriman,di turki irak as dan pejabat turki berkumpul di pelabuhan mediterania ceyhan untuk upacara yang meluncurkan pengiriman,1
dia menggantikan ron dittemore yang mengumumkan pengunduran dirinya pada bulan april,dittemore mengumumkan rencananya untuk mengundurkan diri pada 23 april,0
sementara partaipartai oposisi telah menyambut keputusan kabinet tentang perawatan antiretroviral beberapa mengatakan menteri kesehatan manto tshabalalamsimang tidak cocok untuk memimpin rencana peluncuran,menteri kesehatan mantotshabalala msimang tidak cocok untuk memimpin rencana peluncuran pengobatan antiretroviral menurut beberapa partai oposisi,0
kami optimis kami dapat mengirimkan vaksin kepada orang orang ini tepat waktu untuk berbuat baik kata dr david fleming dari pusat pengendalian dan pencegahan penyakit,kami optimis kami dapat mengirimkan vaksin kepada orang orang ini tepat waktu untuk berbuat baik kata dr david fleming wakil direktur cdc untuk kesehatan masyarakat dan sains,1
hanya 1 pc dari mereka yang menggunakan obat di seluruh dunia yang mengontrak ild sebagai hasilnya katanya,astrazeneca mengatakan hanya 1 pc orang orang dari mereka yang menggunakan obat di seluruh dunia telah mengalami konsekuensi serius,1
pelatih dallas don nelson menyatakan status nowitzki sebagai diragukan,pelatih don nelson menyatakan nowitzki keluar di baku tembak pagi tim,0
pekerja penyelamat yang tiba di februari yang mematikan di sebuah klub malam west warwick bertemu dengan adegan yang mengerikan ketika orang orang yang terjebak di pintu klub berteriak minta tolong,pekerja penyelamat yang tiba di februari yang mematikan fire klub malam menemui adegan yang mengerikan ketika orang orang yang terjebak di pintu klub berteriak minta tolong tapes penyelamatan yang dirilis kamis,1
detektif memberi tahu ayah deasan stelly chisolm seorang mahasiswa dan ibu kimberly hill dari penangkapan tak lama setelah perry ditangkap,tak lama setelah penangkapannya para detektif memberi tahu ayah deasan stelly chisolm seorang mahasiswa dan ibu kimberly hill seorang asisten medis tentang perkembangannya,1
tarif kereta bawah tanah dan bus naik 33 persen dari 150 menjadi 2 pada 4 mei sementara tiket di kereta pinggiran naik rata rata 25 persen mei 1,tarif kereta bawah tanah dan bus naik 33 persen dari 150 menjadi 2 pada 4 mei sementara kenaikan rata rata 25 persen berlaku 1 mei di kereta pinggiran kota,1
bandara internasional hartsfield di atlanta akan menguji sistem keamanan nasional yang akan mengumpulkan sidik jari dan mengambil foto jutaan pengunjung asing setiap tahun,bandara internasional hartsfield di atlanta akan menjadi tempat pengujian bulan depan untuk sistem keamanan nasional yang akan mengumpulkan sidik jari dan mengambil foto jutaan pengunjung asing setiap tahun,1
ketika dihubungi tadi malam perkins menolak berkomentar,perkins dan kansas chancellor robert hemenway menolak berkomentar pada minggu malam,0
rencanarencana ini akan menawarkan cakupan kesehatan preventif serta perlindungan terhadap biaya perawatan kesehatan bencana yang keduanya saat ini tersedia di bawah program yang dikelola pemerintah,yang terakhir akan menawarkan cakupan kesehatan preventif serta perlindungan terhadap biaya perawatan kesehatan yang tidak terduga yang keduanya saat ini tersedia di bawah medicare,1
mereka termasuk di antara sekitar 40 orang yang menghadiri upacara tradisional yahudi yang diwarnai oleh beberapa sentuhan nontradisional,dia mengatakan sekitar 40 orang menghadiri upacara tradisional yahudi yang diwarnai oleh beberapa sentuhan nontradisional,1
catatan cabrera pada 20 tahun 63 hari adalah pemain terkemuka kedua yang debut dengan marlins,pencatat cabrera menjadi pemain terkemuka kedua yang debut untuk marlins20 tahun dan 63 hari,1
jumlah cedera turun menjadi 292 juta pada tahun 2002 dari 303 juta tahun sebelumnya,pada saat yang sama jumlah cedera turun dari 303 juta pada tahun 2001 menjadi 292 juta pada tahun 2002,1
tidak ada tanggal yang ditetapkan untuk kasus kasus kriminal atau perdata tetapi shanley mengaku tidak bersalah,tidak ada tanggal yang ditetapkan untuk persidangan sipil atau persidangan pidana,0
siapa yang akan menggantikan tn oneill di hyundai tidak jelas,tidak ada penerus yang jelas untuk tn oneill di hyundai,1
saham guidant anjlok dalam perdagangan baik di dalam maupun di luar new york stock exchange sebelum penghentian berita diberlakukan setelah tengah hari,saham guidant turun 53 persen menjadi 4092 dalam perdagangan sore di new york stock exchange,0
mcnair dihentikan setelah seorang petugas polisi melihat kendaraannya menenun di jalan pusat kota sebelum masuk ke sebuah toko serba ada kata laporan penangkapan itu,mcnair dihentikan tepat setelah tengah malam oleh seorang petugas polisi yang dilaporkan melihat kendaraan utilitas sport nya menenun di jalan pusat kota,0
hakim distrik a denny chin mengatakan klaim fox sepenuhnya tanpa prestasi baik secara faktual maupun legal,kasus ini sepenuhnya tanpa prestasi baik secara faktual maupun legal kata chin,1
yang terluka dibawa ke rumah sakit di jefferson city dan columbia sebuah kota perguruan tinggi sekitar 30 mil ke utara,yang terluka dibawa ke rumah sakit di jefferson city dan columbia sekitar 48 km utara kondisi mereka tidak segera tersedia,0
stack mengatakan dia tidak melakukan pekerjaan untuk triumph sampai 1999 ketika grand jury mulai menyelidiki silvester,stack bersaksi bahwa dia tidak diminta untuk melakukan pekerjaan apa pun untuk triumph sampai juni 1999 setelah dewan juri yang menyelidiki kemenangan panggilan silvester,1
agen federal billchronopoulos mengatakan tidak diketahui apakah pria itu 30 akan dituntut,agen federal billchronopoulos mengatakan tadi malam pria yang terlibat dalam insiden melbourne tidak bersenjata,0
chipset akan beroperasi di pita 24ghz dan fitur pencegahan interferensi sinyal radio dan konsumsi daya rendah,chipset frekuensi radio 24 ghz menampilkan perlindungan interferensi radio dan konsumsi daya rendah,1
telah dinamai colymbosathon ecplecticos yang berarti perenang yang mengejutkan dengan penis besar,dia dan rekannya menamakannya colymbosathon ecplecticos yang berarti perenang dengan penis besar,1
saya pikir kita harus meninggalkan mereka sebagaimana adanya kata lott rmiss dari aturan kepemilikan saat ini selama sidang komite perdagangan senat,saya pikir kita harus raguragu olympia snowe rmaine mengatakan pada sidang komite perdagangan senat,0
saham oracle juga lebih tinggi diperdagangkan naik 12 sen pada 1360,saham oracle rose rose rose 14 sen redwood menjadi 1362,1
perusahaan harus membayar ntp 537 juta atau memposting ikatan dengan pengadilan sambil menunggu banding kata wallace,rim harus membayar ntp 537 juta atau memposting obligasi dengan pengadilan sambil menunggu banding,1
taiwan relatif bebas dari infeksi virus sampai kegagalan di rumah sakit taipei pada akhir april menyebabkan jumlah infeksi meroket,taiwan relatif bebas dari infeksi virus sampai wabah parah di rumah sakit taipei pada akhir april,1
gagasan ruang taruhan federal tentang kekejaman dan terorisme konyol dan aneh kata wyden,senator ron wyden dore mengatakan gagasan ruang taruhan federal tentang kekejaman dan terorisme konyol dan aneh lapor wbal,1
saya masih ingin menjadi kandidat untuk orang orang dengan bendera konfederasi di truk pickup mereka kata dean pada hari jumat dalam sebuah wawancara telepon dari new hampshire,saya masih ingin menjadi kandidat untuk orang orang dengan bendera konfederasi di truk pickup mereka katanya kepada daftar des moines,1
tanpa armada nasa telah mengandalkan program luar angkasa rusia untuk memutar anggota kru untuk stasiun luar angkasa internasional dan mengirim pasokan ke laboratorium yang mengorbit,tanpa armada antar jemput nasa mengandalkan program luar angkasa rusia untuk memutar anggota kru di stasiun luar angkasa internasional dan mengirim pasokan baru ke laboratorium yang mengorbit,1
setidaknya 29 tentara amerika telah terbunuh dalam aksi sejak bush menyatakan pertempuran besar pada 1 mei,sekitar tiga lusin pasukan amerika dan inggris telah tewas sejak bush menyatakan pertempuran besar di irak pada 1 mei,1
bagian lain akan dikirim ke lab di virginia untuk pengujian tambahan kata conte,sepotong gugatan lain akan dikirim ke virginia untuk pengujian lebih lanjut kata conte,1
beberapa manajer boston khawatir bahwa melarang merokok akan menciptakan bahaya keselamatan karena kelompok perokok meringkuk di luar bar dan klub malam,beberapa manajer boston bar mengatakan mereka khawatir bahwa melarang merokok akan menciptakan bahaya ketika kelompok perokok meringkuk di luar di trotoar dan di tempat parkir untuk merokok,1
park rangers mencari mercusuar yang ditinggalkan di monomoy kemarin tetapi tidak menemukan tanda tanda mereka kata stuart smith chatham harbormaster,park rangers mencari mercusuar yang ditinggalkan di monomoy kemarin sore tetapi tidak ada tanda tanda kedua wanita itu kata chatham harbormaster stuart smith,1
sebanyak 32 tentara as telah terbunuh dalam serangan sejak 1 mei ketika presiden bush menyatakan akhir dari permusuhan besar di irak,tiga puluh dua tentara as telah tewas di irak sejak presiden bush menyatakan pertempuran besar pada 1 mei,1
dia dijatuhi hukuman lima tahun penjara di pengadilan kingston crown kemarin setelah mengaku bersalah atas upaya penculikan seorang remaja,mantan pekerja pos douglas lindsell dijatuhi hukuman kemarin di pengadilan kingston crown setelah mengaku bersalah karena mencoba menculik seorang gadis muda,1
mr rowland menghadiri sebuah pesta di windsor selatan untuk keluarga tentara garda nasional connecticut yang dipanggil untuk bertugas aktif,rowland tampil di pesta liburan untuk keluarga tentara garda nasional connecticut yang ditugaskan untuk bertugas di irak dan afghanistan,1
dokter mengatakan satu atau kedua anak laki laki mungkin mati dan bahwa beberapa kerusakan otak dimungkinkan jika mereka bertahan hidup,dokter mengatakan bahwa salah satu atau kedua anak laki laki dapat mati dan bahwa jika mereka bertahan hidup beberapa kerusakan otak dimungkinkan,1
protesnya menyebabkan kebuntuan 47 jam dengan polisi yang menyebabkan kemacetan besar di pusat kota washington dan virginia utara,protesnya memicu kebuntuan 47 jam dengan polisi yang menyebabkan kemacetan besar ketika para penumpang didukung di pusat kota washington dan virginia utara,1
institute for supply management mengatakan indeks manufakturnya berdiri di 537 pada bulan september,indeks manufaktur institute for supply management turun menjadi 537 dari 547 pada bulan agustus,0
agensi tidak bisa mengatakan kapan rekaman itu dibuat meskipun suara itu mengatakan dia berbicara pada 14 juni,agensi tidak dapat memberikan tanggal pasti pada rekaman itu meskipun suara itu mengatakan dia berbicara pada 14 juni,1
amerika serikat menyambut peran nato yang lebih besar dalam stabilisasi irak kata mr powell kepada rekan rekannya dalam pidatonya hari ini,amerika serikat menyambut peran nato yang lebih besar dalam stabilisasi irak kata powell dalam pidatonya kepada sesama menteri nato,1
ross garber pengacara rowland mengatakan selasa bahwa dia akan menghadiri pertemuan itu dan akan meminta untuk berbicara tentang masalah ini,ross garber penasihat hukum rowland mengatakan gubernur tidak akan berkomentar tentang kesepakatan kondominium,0
gore mengatakan sementara undang undang patriot membuat beberapa perubahan yang diperlukan itu ternyata seimbang kesalahan yang mengerikan,namun demikian saya percaya undang undang patriot ternyata secara seimbang kesalahan yang mengerikan,0
peoplesoft dari pleasanton california mengatakan kesepakatan itu akan meningkatkan pendapatan 2004 tidak termasuk amortisasi dan barang barang lainnya,tetapi peoplesoft mengatakan kesepakatan baru harus menambah pendapatannya tahun 2004 tidak termasuk amortisasi dan item lainnya,1
lari 18 bulan untuk itu di toronto awalnya direncanakan sebagai bagian dari tur amerika utara,ketika kami dibuka di sini kami awalnya merencanakan lari 18 bulan sebagai bagian dari tur amerika utara,1
cmdr rod gibbons juru bicara akademi mengatakan akademi terkejut dan sedih,juru bicara akademi angkatan laut cmdr rod gibbons berkata pengumuman hari ini mengejutkan,1
gainers termasuk komponen dow att yang naik 125 menjadi 2175 dan general motors yang naik 57 sen menjadi 3770,gainers termasuk komponen dow att yang naik 77 sen menjadi 2127 dan johnson johnson yang meningkatkan 95 sen menjadi 5395,0
mereka menghitung bahwa sepertiga dari mereka yang menggunakan obat akan mendapatkan ratarata 11 tahun kehidupan bebas dari penyakit kardiovaskular,namun para ilmuwan mengatakan sepertiga dari mereka yang mengambilnya akan mendapat manfaat mendapatkan rata rata 11 tahun bebas dari penyakit kardiovaskular,1
kami tidak ingin berdiri dan membiarkan kartu kredit kartu kredit berlangsung kata rep mayor owens dbrooklyn,kami tidak ingin berdiri dan melihat kartu kredit yang dilakukan katanya,1
masalahnya kemungkinan akan berarti perubahan korektif sebelum armada antar jemput mulai terbang lagi,dia mengatakan masalah perlu diperbaiki sebelum armada antar jemput ruang angkasa dibersihkan untuk terbang lagi,1
dalam panggilan konferensi dengan wartawan ketua rnc ed gillespie mengatakan dia mengirim permintaan kepada presiden televisi cbs leslie moonves,ketua komite nasional republik ed gillespie mengeluarkan surat jumat kepada presiden televisi cbs leslie moonves,1
dan forrester memperkirakan bahwa distribusi film sesuai permintaan akan menghasilkan 14 miliar pada tahun 2005 sementara pendapatan dari dvd dan kaset akan menurun delapan persen,distribusi film sesuai permintaan akan menghasilkan 14 miliar pada tahun 2005 dan pendapatan dari dvd dan kaset akan menurun 8 persen prediksi forrester,1
